,Label,Text
5490,ham,K. I will sent it again
5213,ham,3 pa but not selected.
2783,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
2407,ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
4602,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
3656,ham,Senthil group company Apnt 5pm.
2199,ham,I'm in a movie. Call me 4 wat?
3450,ham,Sorry. || mail? || 
3259,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
4720,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
3397,spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
274,ham,"Usf I guess, might as well take 1 car"
4432,ham,2mro i am not coming to gym machan. Goodnight.
4454,ham,Or I guess  &lt;#&gt;  min
2931,ham,Wat's my dear doing? Sleeping ah?
138,ham,No no. I will check all rooms befor activities
439,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
5533,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
4961,ham,I want  &lt;#&gt;  rs da:)do you have it?
1633,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
4328,ham,Dude got a haircut. Now its breezy up there
2187,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
5554,ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
5006,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
41,ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
262,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
240,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
3955,ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
5353,ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
525,spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
747,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
2066,ham,Cos daddy arranging time c wat time fetch ü mah...
1963,spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
1341,ham,Might ax well im there.
893,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
2501,ham,Remember to ask alex about his pizza
2531,ham,So the sun is anti sleep medicine.
3175,ham,It vl bcum more difficult..
2789,ham,Ü got wat to buy tell us then ü no need to come in again.
1701,ham,Please ask mummy to call father
3373,ham,And now electricity just went out fml.
2950,ham,at bruce b downs &amp; fletcher now
3228,ham,Wife.how she knew the time of murder exactly
3153,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
4407,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
5187,ham,WHAT TIME U WRKIN?
5527,ham,"Total disappointment, when I texted you was the craziest shit got :("
734,ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
3140,ham,Is ur lecture over?
4396,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
29,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
3010,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
186,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
92,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
778,ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
1588,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
1178,ham,Just nw i came to hme da..
2804,spam,FreeMsg>FAV XMAS TONES!Reply REAL
4078,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
3232,ham,No plm i will come da. On the way.
1109,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
3289,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
3527,ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
3727,ham,No chikku nt yet.. Ya i'm free
976,ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
425,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
1260,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
5434,ham,Jesus armand really is trying to tell everybody he can find
2,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1481,ham,Have you always been saying welp?
1034,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
3989,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
5520,ham,No. I dont want to hear anything
2267,spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
1675,ham,Nah dub but je still buff
2448,ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
4551,ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
3782,ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
4556,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
4380,ham,How are you. Just checking up on you
415,spam,100 dating service cal;l 09064012103 box334sk38ch
1734,spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
968,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
5483,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
4327,ham,That seems unnecessarily hostile
1705,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
5329,ham,"Sir, waiting for your letter."
1172,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
4502,ham,So wat's da decision?
926,ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
1707,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
4555,ham,Try to do something dear. You read something for exams
1153,ham,Ok i go change also...
5354,ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
3315,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
3042,ham,Aight what time you want me to come up?
3792,spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
1333,ham,It's ok lar. U sleep early too... Nite...
5348,ham,Do I? I thought I put it back in the box
3896,ham,Yes. Last  practice
4412,ham,Ya but it cant display internal subs so i gotta extract them
2458,ham,K.k..how is your sister kids?
10,ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
5049,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
1926,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
828,ham,Hey. You got any mail?
3686,ham,Wake me up at  &lt;#&gt;  am morning:)
1161,ham,You sure your neighbors didnt pick it up
215,ham,Sounds great! Are you home now?
3725,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
366,ham,Well i know Z will take care of me. So no worries.
3528,ham,Should i send you naughty pix? :)
3992,ham,I am on the way to ur home
3632,ham,Thank you princess! You are so sexy...
1212,ham,Ok then i will come to ur home after half an hour
136,ham,I only haf msn. It's yijue@hotmail.com
5374,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
2402,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
589,ham,Ya srsly better than yi tho
2460,ham,Nope. Meanwhile she talk say make i greet you.
3918,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
4632,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
3647,ham,Carlos says we can pick up from him later so yeah we're set
3707,ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
3862,spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
2180,ham,And popping &lt;#&gt; ibuprofens was no help.
3952,ham,Hi dude hw r u da realy mising u today
2506,ham,Congrats kano..whr s the treat maga?
4118,ham,"Sure thing big man. i have hockey elections at 6, shouldnt go on longer than an hour though"
4717,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
114,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
796,ham,it's really getting me down just hanging around.
1420,ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
4610,ham,Y de asking like this.
1960,ham,Howz that persons story
543,ham,But am going to college pa. What to do. are else ill come there it self. Pa.
3072,ham,Apart from the one i told you about yesterday?
3341,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
750,ham,By monday next week. Give me the full gist
2107,ham,Thank you. I like you as well...
467,ham,They don't put that stuff on the roads to keep it from getting slippery over there?
284,ham,Okie...
242,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
2367,spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
